actor,emotion,filepath
1,angry,./Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-02-01.wav
1,fearful,./Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-01-01.wav
1,fearful,./Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-01-01.wav
1,angry,./Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-02-01.wav
1,surprised,./Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-01-01.wav
1,surprised,./Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-01-01.wav
1,sad,./Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-02-01.wav
1,disgust,./Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-01-01.wav
1,disgust,./Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-01-01.wav
1,sad,./Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-02-01.wav
1,fearful,./Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-02-01.wav
1,angry,./Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-01-01.wav
1,angry,./Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-01-01.wav
1,fearful,./Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-02-01.wav
1,neutral,./Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-01-02-01.wav
1,calm,./Audio_Speech_Actors_01-24/Actor_01/03-01-02-01-01-01-01.wav
1,calm,./Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-02-01-01.wav
1,happy,./Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-02-01.wav
1,happy,./Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-02-01.wav
2,fearful,./Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-02-02-02.wav
2,angry,./Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-01-02.wav
2,angry,./Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-01-02.wav
2,fearful,./Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-01-02-02.wav
2,sad,./Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-02-02.wav
2,disgust,./Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-01-01-02.wav
2,disgust,./Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-01-02.wav
2,sad,./Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-02-02.wav
2,surprised,./Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-02-01-02.wav
2,surprised,./Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-01-01-02.wav
2,happy,./Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-02-02.wav
2,happy,./Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-02-02.wav
2,calm,./Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-01-02.wav
2,calm,./Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-01-02.wav
2,neutral,./Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-02-02.wav
2,happy,./Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-01-02.wav
2,happy,./Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-01-02.wav
2,calm,./Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-02-02.wav
2,neutral,./Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-01-02.wav
2,calm,./Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-02-02.wav
2,angry,./Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-02-02.wav
2,fearful,./Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-01-02.wav
2,fearful,./Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-02-01-02.wav
2,angry,./Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-02-02.wav
2,disgust,./Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-02-02-02.wav
2,sad,./Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-01-02.wav
2,sad,./Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-01-02.wav
2,disgust,./Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-01-02-02.wav
2,surprised,./Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-01-02-02.wav
2,surprised,./Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-02-02-02.wav
2,neutral,./Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-01-02.wav
2,calm,./Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-02-02.wav
2,calm,./Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-02-02.wav
2,happy,./Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-01-02.wav
2,happy,./Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-01-02.wav
2,sad,./Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-01-02.wav
2,disgust,./Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-02-02.wav
2,disgust,./Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-01-02-02.wav
2,sad,./Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-01-02.wav
2,fearful,./Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-01-01-02.wav
2,angry,./Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-02-02.wav
2,angry,./Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-02-02.wav
2,fearful,./Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-02-01-02.wav
2,surprised,./Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-01-02-02.wav
2,surprised,./Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-02-02-02.wav
2,disgust,./Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-01-01-02.wav
2,sad,./Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-02-02.wav
2,sad,./Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-02-02.wav
2,disgust,./Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-02-01-02.wav
2,angry,./Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-01-02.wav
2,fearful,./Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-02-02-02.wav
2,fearful,./Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-02-02.wav
2,angry,./Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-01-02.wav
2,surprised,./Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-02-01-02.wav
2,surprised,./Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-01-01-02.wav
2,calm,./Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-01-02.wav
2,neutral,./Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-02-02.wav
2,calm,./Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-01-02.wav
2,happy,./Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-02-02.wav
2,happy,./Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-02-02.wav
3,sad,./Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-02-02-03.wav
3,disgust,./Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-02-01-03.wav
3,disgust,./Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-01-01-03.wav
3,sad,./Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-01-02-03.wav
3,fearful,./Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-01-02-03.wav
3,angry,./Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-01-01-03.wav
3,angry,./Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-02-01-03.wav
3,fearful,./Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-02-02-03.wav
3,surprised,./Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-01-01-03.wav
3,surprised,./Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-02-01-03.wav
3,neutral,./Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-02-02-03.wav
3,calm,./Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-02-01-03.wav
3,calm,./Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-01-01-03.wav
3,happy,./Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-01-02-03.wav
3,happy,./Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-02-02-03.wav
3,calm,./Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-01-02-03.wav
3,neutral,./Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-01-01-03.wav
3,calm,./Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-02-02-03.wav
3,happy,./Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-02-01-03.wav
3,happy,./Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-01-01-03.wav
3,disgust,./Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-01-02-03.wav
3,sad,./Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-01-01-03.wav
3,sad,./Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-02-01-03.wav
3,disgust,./Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-02-02-03.wav
3,angry,./Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-02-02-03.wav
3,fearful,./Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-02-01-03.wav
3,fearful,./Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-01-01-03.wav
3,angry,./Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-01-02-03.wav
3,surprised,./Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-02-02-03.wav
3,surprised,./Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-01-02-03.wav
3,happy,./Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-02-01-03.wav
3,happy,./Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-01-01-03.wav
3,calm,./Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-01-02-03.wav
3,calm,./Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-02-02-03.wav
3,neutral,./Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-02-01-03.wav
3,fearful,./Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-02-01-03.wav
3,angry,./Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-02-02-03.wav
3,angry,./Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-01-02-03.wav
3,fearful,./Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-01-01-03.wav
3,sad,./Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-01-01-03.wav
3,disgust,./Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-01-02-03.wav
3,disgust,./Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-02-02-03.wav
3,sad,./Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-02-01-03.wav
3,surprised,./Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-02-02-03.wav
3,surprised,./Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-01-02-03.wav
3,angry,./Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-01-01-03.wav
3,fearful,./Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-01-02-03.wav
3,fearful,./Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-02-02-03.wav
3,angry,./Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-02-01-03.wav
3,disgust,./Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-02-01-03.wav
3,sad,./Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-02-02-03.wav
3,sad,./Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-01-02-03.wav
3,disgust,./Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-01-01-03.wav
3,surprised,./Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-01-01-03.wav
3,surprised,./Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-02-01-03.wav
3,happy,./Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-01-02-03.wav
3,happy,./Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-02-02-03.wav
3,calm,./Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-02-01-03.wav
3,neutral,./Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-01-02-03.wav
3,calm,./Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-01-01-03.wav
4,happy,./Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-02-02-04.wav
4,happy,./Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-01-02-04.wav
4,calm,./Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-01-01-04.wav
4,neutral,./Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-02-02-04.wav
4,calm,./Audio_Speech_Actors_01-24/Actor_04/03-01-02-01-02-01-04.wav
4,angry,./Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-02-01-04.wav
4,fearful,./Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-02-02-04.wav
4,fearful,./Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-01-02-04.wav
4,angry,./Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-01-01-04.wav
4,disgust,./Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-01-01-04.wav
4,sad,./Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-01-02-04.wav
4,sad,./Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-02-02-04.wav
4,disgust,./Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-02-01-04.wav
4,surprised,./Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-02-01-04.wav
4,surprised,./Audio_Speech_Actors_01-24/Actor_04/03-01-08-01-01-01-04.wav
4,fearful,./Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-01-01-04.wav
4,angry,./Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-01-02-04.wav
4,angry,./Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-02-02-04.wav
4,fearful,./Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-02-01-04.wav
4,sad,./Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-02-01-04.wav
4,disgust,./Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-02-02-04.wav
4,disgust,./Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-01-02-04.wav
4,sad,./Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-01-01-04.wav
4,surprised,./Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-01-02-04.wav
4,surprised,./Audio_Speech_Actors_01-24/Actor_04/03-01-08-01-02-02-04.wav
4,happy,./Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-01-01-04.wav
4,happy,./Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-02-01-04.wav
4,calm,./Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-02-02-04.wav
4,calm,./Audio_Speech_Actors_01-24/Actor_04/03-01-02-01-01-02-04.wav
4,neutral,./Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-01-01-04.wav
4,disgust,./Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-02-02-04.wav
4,sad,./Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-02-01-04.wav
4,sad,./Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-01-01-04.wav
4,disgust,./Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-01-02-04.wav
4,angry,./Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-01-02-04.wav
4,fearful,./Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-01-01-04.wav
4,fearful,./Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-02-01-04.wav
4,angry,./Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-02-02-04.wav
4,surprised,./Audio_Speech_Actors_01-24/Actor_04/03-01-08-01-01-02-04.wav
4,surprised,./Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-02-02-04.wav
4,calm,./Audio_Speech_Actors_01-24/Actor_04/03-01-02-01-02-02-04.wav
4,neutral,./Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-02-01-04.wav
4,calm,./Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-01-02-04.wav
4,happy,./Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-01-01-04.wav
4,happy,./Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-02-01-04.wav
4,neutral,./Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-01-02-04.wav
4,calm,./Audio_Speech_Actors_01-24/Actor_04/03-01-02-01-01-01-04.wav
4,calm,./Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-02-01-04.wav
4,happy,./Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-02-02-04.wav
4,happy,./Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-01-02-04.wav
4,sad,./Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-01-02-04.wav
4,disgust,./Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-01-01-04.wav
4,disgust,./Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-02-01-04.wav
4,sad,./Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-02-02-04.wav
4,fearful,./Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-02-02-04.wav
4,angry,./Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-02-01-04.wav
4,angry,./Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-01-01-04.wav
4,fearful,./Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-01-02-04.wav
4,surprised,./Audio_Speech_Actors_01-24/Actor_04/03-01-08-01-02-01-04.wav
4,surprised,./Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-01-01-04.wav
5,calm,./Audio_Speech_Actors_01-24/Actor_05/03-01-02-01-02-01-05.wav
5,neutral,./Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-02-02-05.wav
5,calm,./Audio_Speech_Actors_01-24/Actor_05/03-01-02-02-01-01-05.wav
5,happy,./Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-01-02-05.wav
5,happy,./Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-02-02-05.wav
5,disgust,./Audio_Speech_Actors_01-24/Actor_05/03-01-07-02-02-01-05.wav
5,sad,./Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-02-02-05.wav
5,sad,./Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-01-02-05.wav
5,disgust,./Audio_Speech_Actors_01-24/Actor_05/03-01-07-01-01-01-05.wav
5,angry,./Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-01-01-05.wav
5,fearful,./Audio_Speech_Actors_01-24/Actor_05/03-01-06-02-01-02-05.wav
5,fearful,./Audio_Speech_Actors_01-24/Actor_05/03-01-06-01-02-02-05.wav
5,angry,./Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-02-01-05.wav
5,surprised,./Audio_Speech_Actors_01-24/Actor_05/03-01-08-01-01-01-05.wav
5,surprised,./Audio_Speech_Actors_01-24/Actor_05/03-01-08-02-02-01-05.wav
5,sad,./Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-01-01-05.wav
5,disgust,./Audio_Speech_Actors_01-24/Actor_05/03-01-07-02-01-02-05.wav
5,disgust,./Audio_Speech_Actors_01-24/Actor_05/03-01-07-01-02-02-05.wav
5,sad,./Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-02-01-05.wav
5,fearful,./Audio_Speech_Actors_01-24/Actor_05/03-01-06-02-02-01-05.wav
5,angry,./Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-02-02-05.wav
5,angry,./Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-01-02-05.wav
5,fearful,./Audio_Speech_Actors_01-24/Actor_05/03-01-06-01-01-01-05.wav
5,surprised,./Audio_Speech_Actors_01-24/Actor_05/03-01-08-01-02-02-05.wav
5,surprised,./Audio_Speech_Actors_01-24/Actor_05/03-01-08-02-01-02-05.wav
5,neutral,./Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-01-01-05.wav
5,calm,./Audio_Speech_Actors_01-24/Actor_05/03-01-02-01-01-02-05.wav
5,calm,./Audio_Speech_Actors_01-24/Actor_05/03-01-02-02-02-02-05.wav
5,happy,./Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-02-01-05.wav
5,happy,./Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-01-01-05.wav
5,angry,./Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-02-02-05.wav
5,fearful,./Audio_Speech_Actors_01-24/Actor_05/03-01-06-01-02-01-05.wav
5,fearful,./Audio_Speech_Actors_01-24/Actor_05/03-01-06-02-01-01-05.wav
5,angry,./Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-01-02-05.wav
5,disgust,./Audio_Speech_Actors_01-24/Actor_05/03-01-07-01-01-02-05.wav
5,sad,./Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-01-01-05.wav
5,sad,./Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-02-01-05.wav
5,disgust,./Audio_Speech_Actors_01-24/Actor_05/03-01-07-02-02-02-05.wav
5,surprised,./Audio_Speech_Actors_01-24/Actor_05/03-01-08-02-02-02-05.wav
5,surprised,./Audio_Speech_Actors_01-24/Actor_05/03-01-08-01-01-02-05.wav
5,happy,./Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-02-01-05.wav
5,happy,./Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-01-01-05.wav
5,calm,./Audio_Speech_Actors_01-24/Actor_05/03-01-02-02-01-02-05.wav
5,neutral,./Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-02-01-05.wav
5,calm,./Audio_Speech_Actors_01-24/Actor_05/03-01-02-01-02-02-05.wav
5,happy,./Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-01-02-05.wav
5,happy,./Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-02-02-05.wav
5,calm,./Audio_Speech_Actors_01-24/Actor_05/03-01-02-02-02-01-05.wav
5,calm,./Audio_Speech_Actors_01-24/Actor_05/03-01-02-01-01-01-05.wav
5,neutral,./Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-01-02-05.wav
5,fearful,./Audio_Speech_Actors_01-24/Actor_05/03-01-06-01-01-02-05.wav
5,angry,./Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-01-01-05.wav
5,angry,./Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-02-01-05.wav
5,fearful,./Audio_Speech_Actors_01-24/Actor_05/03-01-06-02-02-02-05.wav
5,sad,./Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-02-02-05.wav
5,disgust,./Audio_Speech_Actors_01-24/Actor_05/03-01-07-01-02-01-05.wav
5,disgust,./Audio_Speech_Actors_01-24/Actor_05/03-01-07-02-01-01-05.wav
5,sad,./Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-01-02-05.wav
5,surprised,./Audio_Speech_Actors_01-24/Actor_05/03-01-08-02-01-01-05.wav
5,surprised,./Audio_Speech_Actors_01-24/Actor_05/03-01-08-01-02-01-05.wav
6,neutral,./Audio_Speech_Actors_01-24/Actor_06/03-01-01-01-02-02-06.wav
6,calm,./Audio_Speech_Actors_01-24/Actor_06/03-01-02-01-02-01-06.wav
6,calm,./Audio_Speech_Actors_01-24/Actor_06/03-01-02-02-01-01-06.wav
6,happy,./Audio_Speech_Actors_01-24/Actor_06/03-01-03-01-01-02-06.wav
6,happy,./Audio_Speech_Actors_01-24/Actor_06/03-01-03-02-02-02-06.wav
6,surprised,./Audio_Speech_Actors_01-24/Actor_06/03-01-08-01-01-01-06.wav
6,surprised,./Audio_Speech_Actors_01-24/Actor_06/03-01-08-02-02-01-06.wav
